checking_account_status,duration_months,credit_amount,savings_account,employment_since,installment_rate_pct,residence_since,property,age,existing_credits_count,job,num_dependents,target,debt_to_income_proxy,age_band,credit_history_A31,credit_history_A32,credit_history_A33,credit_history_A34,purpose_A41,purpose_A410,purpose_A42,purpose_A43,purpose_A44,purpose_A45,purpose_A46,purpose_A48,purpose_A49,personal_status_sex_A92,personal_status_sex_A93,personal_status_sex_A94,other_debtors_A102,other_debtors_A103,other_installment_plans_A142,other_installment_plans_A143,housing_A152,housing_A153,telephone_A192,foreign_worker_A202
3,24,1287,3,4,4,4,0,37,2,2,1,1,51.48,25-40,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False
0,24,6615,0,0,2,4,3,75,2,3,1,1,132.3,60+,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
2,15,1271,4,2,3,4,3,39,2,2,1,0,38.13,25-40,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
3,12,930,4,4,4,4,0,65,4,2,1,1,37.2,60+,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
3,24,1851,0,3,4,2,2,33,2,2,1,1,74.04,25-40,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False
1,24,2896,1,1,2,1,2,29,1,2,1,1,57.92,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
1,36,9398,0,1,1,4,2,28,1,3,1,0,93.98,25-40,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
1,6,2063,0,1,4,3,2,30,1,3,1,1,82.52,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
0,36,5179,0,3,4,2,1,29,1,2,1,0,207.16,25-40,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
2,9,1126,1,4,2,4,0,49,1,2,1,1,22.52,40-60,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
2,6,1323,1,4,2,4,2,28,2,2,2,1,26.46,25-40,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
0,60,6836,0,4,3,4,3,63,2,2,1,0,205.08,60+,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False
0,39,14179,4,3,4,4,1,30,2,3,1,1,567.16,25-40,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
3,24,3621,1,4,2,4,2,31,2,2,1,0,72.42,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
2,12,3016,0,2,3,1,2,24,1,2,1,1,90.48,<25,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False
1,15,1514,1,2,4,2,0,22,1,2,1,1,60.56,<25,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False,False
0,18,1190,0,0,2,4,3,55,3,0,2,0,23.8,40-60,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False
1,18,3001,0,3,2,4,0,40,1,2,1,1,60.02,40-60,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,12,385,0,3,4,3,0,58,4,1,1,1,15.4,40-60,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False
1,24,1246,0,1,4,2,0,23,1,1,1,0,49.84,<25,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
0,24,2964,4,4,4,4,3,49,1,2,2,1,118.56,40-60,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
3,24,3235,2,4,3,2,2,26,1,3,1,1,97.05,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
1,12,585,0,2,4,4,0,20,2,2,1,1,23.4,<25,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False
2,18,3049,0,1,1,1,1,45,1,1,1,1,30.49,40-60,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
3,10,1418,1,2,3,2,0,35,1,1,1,1,42.54,25-40,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
1,30,4221,0,2,2,1,2,28,2,2,1,1,84.42,25-40,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False
0,12,1498,0,2,4,1,2,23,1,2,1,1,59.92,<25,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1,24,2064,0,0,3,2,1,34,1,3,1,0,61.92,25-40,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False
0,24,2924,0,2,3,4,3,63,1,2,2,1,87.72,60+,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False
0,24,4110,0,4,3,4,3,23,2,2,2,0,123.3,<25,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,6,3676,0,2,1,3,0,37,3,2,2,1,36.76,25-40,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1,48,12169,4,0,4,4,3,36,1,3,1,1,486.76,25-40,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,True,False
1,18,1113,0,2,4,4,0,26,1,1,2,1,44.52,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False
1,6,1209,0,0,4,4,1,47,1,3,1,0,48.36,40-60,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
3,6,426,0,4,4,4,2,39,1,1,1,1,17.04,25-40,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False
0,12,3499,0,2,3,2,0,29,2,2,1,0,104.97,25-40,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False
1,24,1837,0,3,4,4,3,34,1,1,1,0,73.48,25-40,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
2,42,4796,0,4,4,4,3,56,1,2,1,1,191.84,40-60,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
1,18,1295,0,1,4,1,1,27,2,2,1,1,51.8,25-40,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
3,10,1309,4,2,4,4,1,27,1,1,1,0,52.36,25-40,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False
3,24,9277,4,2,2,4,3,48,1,2,1,1,185.54,40-60,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
1,12,766,2,2,4,3,0,66,1,1,1,0,30.64,60+,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
0,12,4843,0,4,3,4,1,43,2,2,1,0,145.29,40-60,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False
3,9,2753,1,4,3,4,2,35,1,2,1,1,82.59,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False
0,12,2122,0,2,3,2,0,39,2,1,2,1,63.66,25-40,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
3,10,1924,0,2,1,4,1,38,1,2,1,1,19.24,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,True
0,15,1403,0,2,2,4,2,28,1,2,1,1,28.06,25-40,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,36,8065,0,2,3,2,3,25,2,3,1,0,241.95,25-40,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False
3,14,802,0,2,4,2,2,27,2,1,1,1,32.08,25-40,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
0,30,6187,1,3,1,4,2,24,2,2,1,1,61.87,<25,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
3,9,3832,4,4,1,4,0,64,1,1,1,1,38.32,60+,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False
3,36,9566,0,2,2,2,2,31,2,2,1,1,191.32,25-40,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
1,12,2366,2,3,3,3,2,36,1,3,1,1,70.98,25-40,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
3,18,2775,0,3,2,2,1,31,2,2,1,0,55.5,25-40,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1,36,9857,1,3,1,3,1,31,2,1,2,1,98.57,25-40,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False
0,12,727,1,1,4,3,3,33,1,1,1,0,29.08,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False
3,6,1382,0,2,1,1,2,28,2,2,1,1,13.82,25-40,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False
3,48,3578,4,4,4,1,0,47,1,2,1,1,143.12,40-60,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
3,24,2028,0,3,2,2,1,30,2,1,1,1,40.56,25-40,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
1,18,2278,1,1,3,3,2,28,2,2,1,0,68.34,25-40,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
2,6,683,0,1,2,1,1,29,1,2,1,1,13.66,25-40,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1,10,1521,0,2,4,2,2,31,1,1,1,1,60.84,25-40,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
0,6,1872,0,0,4,4,3,36,3,3,1,1,74.88,25-40,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
3,24,3430,2,4,3,2,2,31,1,2,2,1,102.9,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
0,12,2579,0,1,4,1,0,33,1,1,2,0,103.16,25-40,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
1,15,1512,3,2,3,3,1,61,2,2,1,0,45.36,60+,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False
1,20,6468,4,0,1,4,0,60,1,3,1,1,64.68,60+,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
2,30,3656,4,4,4,4,1,49,2,1,1,1,146.24,40-60,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
1,21,2767,1,4,4,2,2,61,2,1,1,0,110.68,60+,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,24,11938,0,2,2,3,2,39,2,3,2,0,238.76,25-40,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False
1,10,1048,0,2,4,4,0,23,1,1,1,1,41.92,<25,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
3,12,1655,0,4,2,4,0,63,2,1,1,1,33.1,60+,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
3,24,4679,0,3,3,3,2,35,2,1,1,1,140.37,25-40,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
3,15,1386,4,2,4,2,0,40,1,2,1,1,55.44,40-60,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
1,18,1795,0,4,3,4,0,48,2,1,1,1,53.85,40-60,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
0,18,750,0,0,4,1,0,27,1,0,1,0,30.0,25-40,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False
3,18,1950,0,3,4,1,2,34,2,2,1,1,78.0,25-40,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False
3,4,1544,0,3,2,1,0,42,3,1,2,1,30.88,40-60,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
0,6,448,0,1,4,4,1,23,1,2,1,0,17.92,<25,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False
3,48,3914,4,2,4,2,0,38,1,2,1,0,156.56,25-40,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
0,12,691,0,4,4,3,1,35,2,2,1,0,27.64,25-40,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
1,36,2225,0,4,4,4,3,57,2,2,1,0,89.0,40-60,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
0,18,4380,1,2,3,4,2,35,1,1,2,1,131.4,25-40,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
3,24,1278,0,4,4,1,0,36,1,3,1,1,51.12,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
0,30,6350,4,4,4,4,1,31,1,2,1,0,254.0,25-40,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
1,18,1301,0,4,4,2,0,32,1,1,1,1,52.04,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False
0,6,4716,4,1,1,3,0,44,2,1,2,1,47.16,40-60,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
3,24,2375,2,2,4,2,2,44,2,2,2,1,95.0,40-60,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False
3,18,1808,0,3,4,1,0,22,1,2,1,0,72.32,<25,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
1,12,1092,0,2,4,4,0,49,2,2,1,1,43.68,40-60,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False
1,27,2520,2,2,4,2,1,23,2,1,1,0,100.8,<25,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
1,18,1239,4,2,4,4,3,61,1,2,1,1,49.56,60+,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False
3,24,1585,0,3,4,3,1,40,2,2,1,1,63.4,40-60,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
2,36,4210,0,2,4,2,2,26,1,2,1,0,168.4,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
1,48,6416,0,4,4,3,3,59,1,2,1,0,256.64,40-60,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
3,24,2058,0,2,4,2,0,33,2,2,1,1,82.32,25-40,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False
1,12,1995,1,1,4,1,2,27,1,2,1,1,79.8,25-40,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
3,48,10127,2,2,2,2,3,44,1,2,1,0,202.54,40-60,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
1,48,6560,1,3,3,2,1,24,1,2,1,0,196.8,<25,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
0,24,2828,2,2,4,4,0,22,1,2,1,1,113.12,<25,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False
3,60,10366,0,4,2,4,1,42,1,3,1,1,207.32,40-60,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
1,48,3566,1,3,4,2,2,30,1,2,1,1,142.64,25-40,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False
1,48,7582,1,0,2,4,3,31,1,3,1,1,151.64,25-40,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
2,12,2251,0,2,1,2,2,46,1,1,1,1,22.51,40-60,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
3,48,8858,4,3,2,1,3,35,2,2,1,1,177.16,25-40,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
3,36,1819,0,2,4,4,3,37,1,2,1,0,72.76,25-40,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False
0,12,1680,2,4,3,1,0,35,1,2,1,1,50.4,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False
3,9,3074,4,2,1,2,0,33,2,2,2,1,30.74,25-40,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
3,6,1554,0,3,1,2,2,24,2,2,1,1,15.54,<25,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
3,12,886,4,2,4,2,2,21,1,2,1,1,35.44,<25,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
1,18,2779,0,2,1,3,2,21,1,2,1,1,27.79,<25,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
3,12,3565,4,1,2,1,1,37,2,1,2,1,71.3,25-40,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False
1,30,1919,1,1,4,3,3,30,2,3,1,0,76.76,25-40,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
0,12,7865,0,4,4,4,3,53,1,3,1,0,314.6,40-60,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
3,48,7629,4,4,4,2,2,46,2,3,2,1,305.16,40-60,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
0,24,2303,0,4,4,1,0,45,1,2,1,0,92.12,40-60,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False
0,24,1024,0,1,4,4,0,48,1,2,1,0,40.96,40-60,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
3,12,2171,0,1,2,2,2,29,1,2,1,1,43.42,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0,12,2246,0,4,3,3,1,60,2,2,1,0,67.38,60+,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
3,18,2238,0,2,2,1,2,25,2,2,1,1,44.76,25-40,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
3,27,8613,3,2,2,2,2,27,2,2,1,1,172.26,25-40,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
0,18,2473,0,0,4,1,2,25,1,0,1,0,98.92,25-40,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
2,10,1347,4,3,4,2,1,27,2,2,1,1,53.88,25-40,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
2,6,1299,0,2,1,1,0,74,3,0,2,1,12.99,60+,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True
1,36,2323,0,3,4,4,2,24,1,2,1,1,92.92,<25,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1,6,1449,1,4,1,2,2,31,2,2,2,1,14.49,25-40,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
3,15,3343,0,2,4,2,3,28,1,2,1,1,133.72,25-40,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
0,36,3249,0,3,2,4,3,39,1,3,2,1,64.98,25-40,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
1,9,1082,0,4,4,4,2,27,2,1,1,1,43.28,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
0,24,6568,0,2,2,2,2,21,1,1,1,1,131.36,<25,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False
0,48,10297,0,3,4,4,3,39,3,2,2,0,411.88,25-40,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
0,15,3959,0,2,3,2,1,29,1,2,1,0,118.77,25-40,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False
1,18,3590,0,0,3,3,2,40,3,0,2,1,107.7,40-60,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,True,False
0,12,626,0,2,4,4,0,24,1,1,1,0,25.04,<25,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1,60,7418,4,2,1,1,0,27,1,1,1,1,74.18,25-40,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
3,15,3029,0,3,2,2,2,33,1,2,1,1,60.58,25-40,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
1,9,1549,4,1,4,2,0,35,1,0,1,1,61.96,25-40,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
1,24,2825,4,3,4,3,3,34,2,2,2,1,113.0,25-40,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False
1,30,3832,0,1,2,1,1,22,1,2,1,1,76.64,<25,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False
1,24,12579,0,4,4,2,3,44,1,3,1,0,503.16,40-60,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False
2,18,2100,0,2,4,2,0,37,1,2,1,0,84.0,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False
1,18,2622,1,2,4,4,2,34,1,2,1,1,104.88,25-40,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False
1,24,1967,0,4,4,4,2,20,1,2,1,1,78.68,<25,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False
1,60,7408,1,1,4,2,1,24,1,3,1,0,296.32,<25,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
1,36,2384,0,1,4,1,3,33,1,1,1,0,95.36,25-40,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0,6,1957,0,3,1,4,2,31,1,2,1,1,19.57,25-40,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
3,28,2743,0,4,4,2,2,29,2,2,1,1,109.72,25-40,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
2,10,781,0,4,4,4,3,63,2,2,1,1,31.24,60+,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
0,14,8978,0,4,1,4,1,45,1,3,1,0,89.78,40-60,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True
0,24,2812,4,4,2,4,0,26,1,2,1,1,56.24,25-40,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,30,4583,0,2,2,2,0,32,2,2,1,1,91.66,25-40,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False
3,12,522,2,4,4,4,1,42,2,2,2,1,20.88,40-60,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
0,48,3051,0,2,3,4,2,54,1,2,1,0,91.53,40-60,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
2,18,1961,0,4,3,2,2,23,1,3,1,1,58.83,<25,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
3,10,2146,0,1,1,3,0,23,2,2,1,1,21.46,<25,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1,30,3441,1,2,2,4,2,21,1,2,1,0,68.82,<25,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
0,12,795,0,1,4,4,1,53,1,2,1,0,31.8,40-60,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False
3,18,4594,0,1,3,2,2,32,1,2,1,1,137.82,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
3,24,2679,0,1,4,1,3,29,1,3,1,1,107.16,25-40,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False
0,12,709,0,4,4,4,0,57,1,1,1,0,28.36,40-60,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
3,15,1360,0,2,4,2,1,31,2,2,1,1,54.4,25-40,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
3,30,7596,4,4,1,4,2,63,2,2,1,1,75.96,60+,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
1,24,3069,1,4,4,4,3,30,1,2,1,1,122.76,25-40,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
3,42,4042,2,2,4,4,0,36,2,2,1,1,161.68,25-40,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
1,12,685,0,3,2,3,2,25,1,1,1,0,13.7,25-40,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
0,10,2315,0,4,3,4,0,52,1,1,1,1,69.45,40-60,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
